initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,conv1x1,conv1x1_3x3.0,conv1x1_3x3.1,conv1x1_5x5.0,conv1x1_5x5.1,train accuracy epoch0,test accuracy epoch0,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,195.71849,70.15433,70.15432,274.45944,274.4595,82.22,84.49,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,283.5498361174745,100.29928061131706,100.2992815896297,374.63177432799665,374.6317672661552,82.22,84.49,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,191.32848,82.119286,82.11927,184.26633,184.26633,82.26,85.44,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,244.97693902907955,106.51760794547792,106.51761049829946,236.11717587886332,236.11717330574527,82.26,85.44,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,272.06088,121.514534,121.51454,183.05241,183.05235,82.565,83.01,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,297.1651003050132,149.01023446726168,149.01023714258983,222.7762057358811,222.7762081606537,82.45833333333333,83.77,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,153.2843,144.77028,144.77032,130.86447,130.8645,82.67833333333333,84.7,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,206.48487978714104,180.79418407246243,180.79418667027323,163.45591164079804,163.45590996864456,82.67833333333333,84.7,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,229.68538,264.70813,264.70813,27.109913,27.109922,82.17666666666666,84.94,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,295.1357896436863,324.92274289493923,324.9227411576781,37.463737847617374,37.463739508260495,82.17666666666666,84.94,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,303.91052,97.89643,97.89642,118.60036,118.600365,82.19,85.11,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,392.46621104007204,133.36021779788297,133.3602197679735,161.49241474109593,161.49241725680318,82.19,85.11,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,224.42838,193.73831,193.73836,98.44377,98.44375,82.45166666666667,83.19,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,268.5325308458273,243.41249761466622,243.41249201139547,111.46715967551124,111.46715695924412,82.48833333333333,83.34,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,314.5424,72.05624,72.05623,173.81154,173.81151,82.39,85.28,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,392.60798388686146,94.714962648935,94.71496296572343,230.83666442404524,230.8366565706896,82.39,85.28,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,335.268,171.64789,171.64786,91.14966,91.149666,82.92666666666666,85.78,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,439.0837529537588,223.67063355507548,223.6706337371555,123.11959209874402,123.11959057226589,82.83,85.82,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,199.74956,15.984398,15.984399,235.70648,235.70642,82.67666666666666,85.2,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,284.8114519162446,22.216610928219737,22.216612360071334,327.37759100037704,327.3775994511854,82.67666666666666,85.2,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,206.00296,35.698727,35.69874,184.74649,184.74654,82.31833333333333,85.01,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,282.02012062361143,53.651761598086885,53.65176158985308,243.53528296434814,243.53529244601492,82.37,84.46,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,114.640594,103.51401,103.51404,211.10767,211.10768,82.02333333333333,84.84,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,132.64745062211313,111.78249970508115,111.78249915211438,229.3165908117551,229.31659504686908,82.02333333333333,84.84,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,241.09045,95.498985,95.499,179.11281,179.1128,82.05166666666666,85.48,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,303.37953381805545,119.37322547928385,119.37322157893362,224.00879366183037,224.00879643080555,82.05166666666666,85.48,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,231.82195,82.881165,82.881195,159.70486,159.70486,82.59333333333333,84.68,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,323.84840363360314,119.47372399978644,119.47371961421463,231.38314870146297,231.38315321368964,82.59333333333333,84.68,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,217.38866,70.302185,70.30216,122.32811,122.3281,82.61,83.3,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,286.8776673064071,108.13789520297163,108.13789390365423,219.93277955412967,219.93277751271444,82.56833333333333,84.14,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,269.3055,42.85867,42.85869,241.41042,241.41037,82.21333333333334,82.18,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,338.9202180747199,55.30466992302549,55.30467344336031,303.20762957581866,303.20762459686614,82.21333333333334,82.18,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,218.07803,65.9618,65.9618,193.15657,193.15662,82.25833333333334,85.43,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,281.1295114783046,82.03771570629286,82.03771420517157,254.89759293500535,254.89759268825767,82.23333333333333,85.07,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,269.87225,131.73828,131.73827,129.6556,129.65558,82.64,83.3,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,316.6469071015843,162.33921349926226,162.33921502774763,166.17111933114708,166.17111691521583,82.64,83.3,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,152.53453,120.475266,120.475235,108.12023,108.12025,82.71166666666667,83.7,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,236.5510083084617,176.30036267114468,176.30036346004297,157.36794876660906,157.367947179265,82.71166666666667,83.7,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,196.4434,262.9434,262.9434,12.365021,12.365016,81.92833333333333,83.61,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,262.65591761794593,335.34756104190154,335.3475662554519,11.867184042090987,11.867183540130512,81.92833333333333,83.6,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,251.07373,91.868095,91.8681,99.22548,99.225464,81.75166666666667,83.72,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,363.045322539122,126.73743224220686,126.7374321913363,151.15648957799647,151.15648922507665,81.91333333333333,82.88,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,263.89316,200.35481,200.35484,75.873314,75.87332,82.18833333333333,83.73,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,366.01045916516506,275.1949107152314,275.19491376826676,106.62904592368888,106.6290448169867,82.18833333333333,83.73,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,255.05998,80.09432,80.09433,141.20435,141.20432,81.87333333333333,84.46,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,350.03069632118087,109.88415472422616,109.8841494516517,190.27854367715446,190.2785462205778,81.87333333333333,84.46,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,294.18433,194.4302,194.4302,68.540924,68.540924,82.60166666666667,85.41,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,373.5435841607956,271.3456403258458,271.3456383250545,97.21196952298124,97.21197177729377,82.60166666666667,85.41,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,226.67259,16.851425,16.851421,253.62094,253.62086,82.49833333333333,84.89,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,300.3138381936956,23.0201240892509,23.020126301673635,325.03967273908967,325.0396718859439,82.49833333333333,84.89,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,240.00829,42.77356,42.773567,155.14197,155.14194,82.07166666666667,83.31,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,329.21523646698495,63.066652703516446,63.06665120050591,212.3235169896016,212.32352314663638,82.07166666666667,83.31,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,102.279915,106.38184,106.38187,232.17879,232.17879,81.98333333333333,84.89,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,127.73343386122113,130.13331262726058,130.13330804683713,278.5116770939177,278.511679365702,81.98333333333333,84.89,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,260.84662,144.10335,144.10338,98.259224,98.25922,82.12166666666667,82.83,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,309.83213522881334,179.7568705462989,179.7568766730627,121.66256272672548,121.66255873369697,82.12166666666667,82.83,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,194.32356,90.27784,90.277855,143.27274,143.27274,82.31166666666667,84.45,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,242.36171834415782,118.86188219949004,118.86188280568265,188.70978839279005,188.70979299184845,82.31166666666667,84.45,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,297.3789,103.104774,103.1048,93.53546,93.53544,82.1,84.42,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,373.3303840465412,136.58937700631796,136.5893740889847,127.60057583391189,127.60057970029031,82.1,84.42,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,240.55847,97.75094,97.75089,182.07933,182.07935,81.305,84.5,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,320.7791141695038,124.56643375014956,124.56643736150573,227.0920998365139,227.0920952305182,81.305,84.5,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,204.25238,110.4883,110.48829,136.71095,136.71094,81.615,84.61,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,259.5737180221627,138.74347802791567,138.74347570727943,169.27187734028203,169.271874630793,81.615,84.61,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,249.54474,107.57365,107.57365,128.1792,128.17917,82.065,84.65,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,325.761409608364,145.6299562296349,145.6299565240297,170.2511911688246,170.251189721474,82.065,84.65,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,206.81613,197.78462,197.78464,142.9701,142.97011,82.18333333333334,84.59,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,287.363342443072,261.59916724537544,261.5991652132596,184.38446982377698,184.38447285938062,82.18333333333334,84.59,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,241.01308,207.0876,207.08765,40.437927,40.43793,81.865,84.52,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,285.0552765735277,243.904989354465,243.90499002733168,50.52071055354133,50.5207163957582,81.865,84.52,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,297.44232,93.27056,93.270584,88.28606,88.286064,81.74166666666666,84.46,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,386.9699143041159,132.41067287789633,132.41067865193563,123.10434178755605,123.10434519485322,81.74166666666666,84.46,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,277.03717,164.06166,164.06169,97.77369,97.773705,81.98833333333333,84.27,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,356.6938079335713,214.96610541940788,214.96610308369083,127.50298288471325,127.502975915035,81.98833333333333,84.27,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,286.14325,74.59313,74.59312,97.998764,97.99877,81.355,83.77,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,362.0834887265063,97.44870180565223,97.44869859009913,123.99431520929139,123.9943170506313,81.355,83.77,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,315.91705,123.89042,123.8904,68.34335,68.34337,82.4,84.05,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,418.8142235852282,184.93991830351143,184.93992263995793,99.28689310834496,99.28689214651874,82.4,84.05,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,264.14386,40.09395,40.093956,223.74362,223.74365,82.07666666666667,84.57,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,336.188726130764,51.99626546080569,51.99627662328793,282.45583029023396,282.45582700556844,82.07666666666667,84.57,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,273.45026,59.770187,59.77018,161.00496,161.00499,81.965,84.03,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,349.2807215038755,79.68547924849037,79.68547723018395,210.97907807242186,210.97907100050756,81.965,84.03,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,157.59721,116.10429,116.10429,208.00258,208.00261,81.52333333333333,83.19,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,180.61408238017262,138.0358192496199,138.03582068580198,241.15377944406478,241.15376844386608,81.52333333333333,83.19,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,247.1394,92.471535,92.47156,123.70942,123.70935,81.65666666666667,84.47,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,337.2248598112469,135.26638869308772,135.26638732283655,176.25651230891674,176.25651469894154,81.65666666666667,84.47,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,244.45644,74.97256,74.97256,144.18932,144.18933,81.79,84.72,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,325.8416370893196,107.72608637052116,107.72609531186019,195.26533236601693,195.26532396952578,81.76333333333334,84.73,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,288.31613,129.07463,129.07463,130.01833,130.01834,82.39666666666666,84.54,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,364.79920465018387,172.85575476855573,172.8557565030484,180.10116646110964,180.1011669483066,82.325,83.39,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,260.951,64.93579,64.93578,214.49802,214.49805,82.42833333333333,84.11,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,357.80380444430665,88.29534493042874,88.295343170952,287.44106999657544,287.4410773922975,82.42833333333333,84.11,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,246.88905,107.05458,107.05457,211.2389,211.239,82.10166666666667,84.33,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,346.88694254464065,146.19901084568286,146.1990106483719,297.6012471554912,297.60124882067333,82.10166666666667,84.33,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,215.06316,104.93525,104.93528,135.00511,135.00513,82.63166666666666,85.27,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,309.91471974016895,151.16255745494462,151.16255854438072,186.13988382780664,186.1398788574571,82.63166666666666,85.27,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,198.67696,175.24045,175.24046,129.69923,129.69922,82.37333333333333,84.82,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,285.80131725801624,235.53262169684737,235.5326247681416,168.9717719291545,168.97177963257852,82.37333333333333,84.82,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,237.21243,262.6251,262.625,25.10502,25.105017,82.06166666666667,83.65,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,295.0142656986924,315.4554936731982,315.45549129254323,32.07907374706518,32.07907524021856,82.06166666666667,83.65,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,330.74194,113.91203,113.912025,96.477585,96.47759,82.25833333333334,84.26,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,465.17835756530536,161.91817337742026,161.9181702807976,134.54522780727254,134.54522895639076,82.22333333333333,84.27,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,240.80338,162.95966,162.95966,72.03415,72.03415,82.325,84.63,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,306.4386001756271,219.5183343952577,219.5183295943414,95.34541373653393,95.34541190678664,82.325,84.63,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,245.15038,67.08265,67.082664,139.24709,139.24709,82.065,85.16,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,309.4016071799323,88.82863499951696,88.82863899630811,182.09892143026622,182.0989268374678,82.065,85.16,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,329.99194,144.18971,144.18965,67.1238,67.12378,82.875,84.25,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,389.9823621736427,190.05410003702258,190.05410346541385,85.49226644943252,85.49226950054988,82.875,84.25,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,237.59425,20.059822,20.059824,236.60753,236.60759,82.535,85.36,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,331.27979057390445,29.003218003146458,29.003219516802773,327.30413877917704,327.30414547272346,82.535,85.36,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,272.92578,42.333195,42.3332,155.58797,155.58794,82.405,84.46,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,362.8070074392087,60.12609486407945,60.126094816836705,217.4737709453609,217.47377365317254,82.405,84.46,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,162.70465,110.14856,110.14851,252.32529,252.32523,81.60333333333334,84.13,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,182.1599788882071,132.25472348854308,132.2547371321383,293.3254522660405,293.3254590749186,81.60333333333334,84.13,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,229.7109,100.97827,100.97827,133.29222,133.29216,82.26666666666667,84.77,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,307.02991371080554,139.23692910926482,139.23692738001154,179.70682169219887,179.7068210686667,82.22,84.64,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,228.52742,79.61663,79.616646,158.43527,158.43526,82.32666666666667,84.98,deeplift,14
