initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,conv1x1,conv1x1_3x3.0,conv1x1_3x3.1,conv1x1_5x5.0,conv1x1_5x5.1,train accuracy epoch0,test accuracy epoch0,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,231.82196,82.88118,82.8812,159.70493,159.70491,82.59333333333333,84.68,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,323.8484053503153,119.47367710632979,119.47367514635106,231.38319716356148,231.38320333719307,82.59333333333333,84.68,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,217.74359,77.78568,77.785675,146.91716,146.91713,82.55666666666667,84.33,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,313.9037609107421,112.87230766203884,112.87230721962639,202.89165792599394,202.89165071291458,82.61,83.31,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,269.30554,42.858494,42.858494,241.41057,241.41052,82.21333333333334,82.18,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,338.9291484382698,55.30464277747587,55.30464381113141,303.20756744264173,303.2075645970237,82.21333333333334,82.18,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,208.81633,70.09046,70.09046,176.19585,176.19582,82.135,84.93,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,279.15973426944316,96.31036503388988,96.31036825060043,266.9908929096748,266.99089532489796,82.34333333333333,84.51,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,269.84653,131.73045,131.73047,129.64368,129.64363,82.64,83.3,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,316.64844062787756,162.34529026503876,162.34528976492453,166.18003547461007,166.18003451792634,82.64,83.3,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,152.53474,120.47539,120.475395,108.12042,108.12046,82.71166666666667,83.7,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,236.5509737141537,176.29999495496253,176.29999173587714,157.36765289852573,157.36765375667264,82.71166666666667,83.7,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,196.4431,262.94284,262.94293,12.365291,12.365291,81.92833333333333,83.6,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,262.65600737198747,335.3472851931855,335.3472903786791,11.867123144420784,11.867121546598005,81.92833333333333,83.6,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,254.5912,100.59249,100.59248,115.50294,115.502945,81.83333333333333,83.37,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,338.50837422492856,138.42409402515838,138.4240936169222,157.9547416469997,157.95474864508614,81.80666666666667,82.69,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,255.96097,206.52338,206.52338,81.5653,81.5653,82.19,85.25,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,350.5374631453563,257.00377928592746,257.003773031165,106.36023838430859,106.36023869513593,82.21833333333333,84.94,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,255.05945,80.09424,80.09422,141.20409,141.20409,81.87333333333333,84.46,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,363.7260034470454,104.09060869384298,104.09061057480604,230.50837050223674,230.50836667519778,81.93666666666667,84.66,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,294.18716,194.43164,194.43164,68.541885,68.541885,82.60166666666667,85.41,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,373.5437218332991,271.345789864347,271.34578263649075,97.21194054438557,97.21194287131077,82.60166666666667,85.41,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,227.84686,18.117563,18.117563,266.2204,266.22043,82.50333333333333,85.14,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,332.7577077723801,25.455340651308997,25.4553425332794,359.536169547235,359.5361752628031,82.50333333333333,85.14,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,240.00816,42.773422,42.773434,155.14192,155.14188,82.07166666666667,83.31,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,329.21563726413655,63.067053590200274,63.06705382648053,212.32270587903173,212.32270657016406,82.07166666666667,83.31,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,102.279854,106.38183,106.3818,232.17871,232.17873,81.98333333333333,84.89,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,127.7337093240107,130.13330602376635,130.13330277707942,278.5114861521649,278.5114839599986,81.98333333333333,84.89,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,275.1895,143.9848,143.9848,115.49904,115.49907,82.16666666666667,84.67,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,309.829055527851,179.7592855581591,179.7592870552308,121.66884704783045,121.66885232660455,82.12166666666667,82.83,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,194.32384,90.27836,90.27836,143.27296,143.27296,82.31166666666667,84.45,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,242.36174833115197,118.86219291514512,118.86219586251173,188.71430030577613,188.714295789836,82.31166666666667,84.45,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,297.3789,103.104774,103.10478,93.535446,93.53546,82.1,84.42,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,373.33037714920965,136.58937883059951,136.58937720375437,127.60056771237453,127.60056458146909,82.1,84.42,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,240.5585,97.75093,97.750885,182.07933,182.07933,81.305,84.5,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,320.7791356166484,124.56645226164152,124.56645716905645,227.0921141500841,227.0921126418501,81.305,84.5,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,204.25238,110.488304,110.48828,136.71095,136.71092,81.615,84.61,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,259.5737154633991,138.74347494747428,138.74347145075882,169.27188633858566,169.2718830739118,81.615,84.61,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,249.54472,107.57365,107.57365,128.17918,128.17917,82.065,84.65,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,325.7613952165136,145.62995004581362,145.62995284875313,170.25119366620365,170.25119575154108,82.065,84.65,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,212.21129,190.33365,190.3336,133.8554,133.8554,82.28,84.03,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,276.89977265607376,234.64637002991606,234.64636743438194,160.27429395965973,160.27429353977791,82.18833333333333,84.03,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,241.01308,207.08757,207.08763,40.437916,40.43791,81.865,84.52,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,285.05524857936854,243.90497714509613,243.90497809683637,50.52070449264794,50.520706665431845,81.865,84.52,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,297.44238,93.27055,93.270584,88.286064,88.286064,81.74166666666666,84.46,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,386.9699295756071,132.4106722270519,132.4106735371857,123.10435195903874,123.10435840184584,81.74166666666666,84.46,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,277.03714,164.06166,164.06169,97.7737,97.7737,81.98833333333333,84.27,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,356.69382571754466,214.9660981994737,214.9661015024499,127.50297992419183,127.5029788348706,81.98833333333333,84.27,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,286.14325,74.59315,74.59314,97.998764,97.998764,81.355,83.77,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,362.08351434391716,97.4486875791114,97.44869081506504,123.99431871352127,123.99431992656352,81.355,83.77,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,315.91705,123.89042,123.890396,68.34336,68.34337,82.4,84.05,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,418.8142753808178,184.93992667792233,184.9399249610406,99.28685411737213,99.28685111328191,82.4,84.05,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,264.1439,40.09395,40.093952,223.74364,223.74365,82.07666666666667,84.57,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,336.1887159200989,51.99626217936187,51.9962665362751,282.4557982817413,282.45579844126024,82.07666666666667,84.57,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,273.45026,59.770187,59.770172,161.00496,161.005,81.965,84.03,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,349.28071130200044,79.6854779226812,79.68548298078488,210.9790730702361,210.97906826989606,81.965,84.03,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,157.59721,116.10429,116.104294,208.00258,208.0026,81.52333333333333,83.19,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,180.61409008111573,138.03582517140913,138.035829646645,241.1537887703728,241.15379007137273,81.52333333333333,83.19,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,247.13942,92.47153,92.47155,123.70942,123.70937,81.65666666666667,84.47,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,315.79304903517794,119.95666748100697,119.95666306626575,173.26597348590948,173.26597453218665,81.615,83.68,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,244.12393,79.80719,79.8072,146.29839,146.29839,81.76333333333334,84.73,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,326.2326609371253,106.21794795658572,106.21795132311435,201.41926487284164,201.41926784222701,81.79,84.72,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,288.31616,129.07463,129.07463,130.01834,130.01836,82.39666666666666,84.54,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,391.98614785201033,175.94207556314865,175.9420720315069,177.13850382193198,177.13850673308633,82.39666666666666,84.54,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,260.95105,64.935814,64.93581,214.49814,214.49812,82.42833333333333,84.11,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,357.80378167797414,88.29530993236152,88.29531335718309,287.44109448403464,287.4410948218355,82.42833333333333,84.11,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,246.88907,107.05456,107.05458,211.2389,211.23892,82.10166666666667,84.33,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,346.887027862168,146.1988773239955,146.19887597795466,297.60124455652885,297.60124286754126,82.10166666666667,84.33,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,215.06306,104.93529,104.93529,135.00508,135.0051,82.63166666666666,85.26,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,309.91472395857227,151.16258269773704,151.16258379496048,186.1398708008041,186.1398719596772,82.63166666666666,85.27,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,198.67697,175.24045,175.24046,129.69923,129.69919,82.37333333333333,84.82,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,285.80131369966125,235.53263441990276,235.5326338740553,168.9717966864942,168.97179514991396,82.37333333333333,84.82,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,237.21248,262.62506,262.62497,25.104982,25.10499,82.06166666666667,83.65,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,295.014327310056,315.45550815397456,315.45550219830227,32.07907117090636,32.07907044149063,82.06166666666667,83.65,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,324.29514,111.04922,111.049225,90.768265,90.76828,82.23833333333333,83.94,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,436.0712129914166,161.6032413921761,161.60324360330472,137.6280721592947,137.6280678716521,82.25833333333334,84.26,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,240.80333,162.95963,162.95964,72.03415,72.03415,82.325,84.63,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,306.4386113312672,219.51834828883696,219.51834523052815,95.34538873550397,95.34538436805623,82.325,84.63,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,245.15044,67.08265,67.082664,139.24715,139.2471,82.065,85.16,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,309.4016508586192,88.8286442888852,88.82864512530688,182.09893700975692,182.09894025647108,82.065,85.16,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,329.99194,144.18971,144.18967,67.12381,67.12381,82.875,84.25,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,389.98245597620456,190.0541557968901,190.05416628565132,85.49228014312615,85.49227974772212,82.875,84.25,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,237.59425,20.059822,20.059824,236.6075,236.60748,82.535,85.36,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,331.27981604629434,29.00321622034639,29.00321533988862,327.3041917825457,327.304198795925,82.535,85.36,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,242.92764,44.745224,44.74523,183.8179,183.81783,82.46166666666667,84.97,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,362.80702712403235,60.126103112909675,60.12610078594848,217.47379556558343,217.47379306692184,82.405,84.46,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,162.70467,110.14855,110.148506,252.32533,252.3253,81.60333333333334,84.13,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,182.1599759812156,132.25472329715544,132.25472069715303,293.3254041468331,293.3254075105397,81.60333333333334,84.13,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,229.71083,100.97828,100.978294,133.29213,133.29208,82.26666666666667,84.77,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,322.212675127751,148.94877923690245,148.94877708600933,189.52093567049405,189.52093583019376,82.26666666666667,84.77,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,228.52739,79.61662,79.61663,158.43527,158.43526,82.32666666666667,84.98,deeplift,14
