initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch2.0,branch3.0,train accuracy epoch0,test accuracy epoch0,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,111.32909,209.90355,146.6632,86.26166666666667,88.89,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,112.25449841244057,211.28651759959146,149.34038163919504,86.26166666666667,88.89,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,218.91875,65.72766,112.72067,86.17333333333333,88.48,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,220.07019049681864,66.46340082076738,116.11068759603529,86.17333333333333,88.48,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,132.76723,204.15346,109.81221,86.28,88.28,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,132.57632061167087,205.7300066400513,110.76922237348312,86.28,88.28,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,155.56905,215.36908,142.49794,86.15,87.51,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,156.8426806701478,217.34244974050097,144.00942276335246,86.15,87.51,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,154.59033,203.75186,129.78719,85.99166666666666,89.23,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,156.57341356847562,207.1944302136606,133.07885673192115,85.99166666666666,89.23,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,119.51342,159.11569,147.7153,86.51833333333333,88.24,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,120.94886683830562,160.53722720328508,149.0494337731751,86.51833333333333,88.24,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,155.39352,241.20932,79.84182,86.34833333333333,87.9,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,160.25295553231652,244.96551382827667,80.1651018074492,86.34833333333333,87.9,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,127.43755,187.37816,118.51315,86.00166666666667,87.85,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,131.1293784630027,187.41671537604395,118.3248955366121,86.00166666666667,87.85,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,203.57344,93.60099,162.2312,86.115,88.6,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,203.76926746252528,93.3280633329574,169.04062925807375,86.115,88.6,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,137.28981,154.05588,159.81435,86.15166666666667,88.95,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,138.2779252169014,153.7513110906298,163.518252951801,86.15166666666667,88.95,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,126.37489,161.03716,114.05691,86.095,88.58,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,126.65143911516347,162.17123658716767,114.3632895828421,86.095,88.58,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,124.345024,151.42838,174.59886,85.83833333333334,87.9,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,125.27107991482904,152.49397109091052,175.48251664304976,85.83833333333334,87.9,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,146.05078,152.48537,143.32295,85.65333333333334,87.25,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,146.69472060127103,153.45244547231147,144.45077847154576,85.65333333333334,87.25,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,139.58287,190.3341,138.18498,85.35,87.78,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,145.88132096875395,198.6996219798371,144.2039651934844,85.35,87.78,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,177.21404,66.662506,176.93347,85.57166666666667,87.04,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,181.76897348863662,67.33403285414589,179.62225550806917,85.57166666666667,87.04,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,129.97571,156.43205,169.2679,85.53166666666667,87.58,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,134.2200230425009,161.96198394669585,177.20970263591747,85.53166666666667,87.58,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,208.4077,113.01941,131.75827,85.81166666666667,87.93,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,211.93798721256843,115.19447866373842,132.84722590617906,85.81166666666667,87.93,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,131.65388,187.30972,127.34782,85.21666666666667,86.78,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,131.82623304121321,190.41040391270894,128.407421516853,85.21666666666667,86.78,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,147.32803,195.57967,148.37546,85.26333333333334,87.43,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,148.84914466612992,197.96021061539082,150.991019028876,85.26333333333334,87.43,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,137.52962,182.96178,126.17074,85.32333333333334,87.3,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,146.4886873906709,195.78624930258837,135.14723736656094,85.32333333333334,87.3,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,119.999504,161.29459,121.73569,85.805,87.13,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,123.81799232237792,167.12599196535396,126.18032333768474,85.805,87.13,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,126.64481,163.68562,132.9926,85.75333333333333,87.43,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,129.34594319032902,167.482816801591,134.4153287953746,85.75333333333333,87.43,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,119.4775,140.36896,172.76314,85.10666666666667,86.9,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,120.91693167803189,143.4761294005601,176.95199530316637,85.10666666666667,86.9,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,189.36096,153.75702,204.27321,85.74666666666667,87.51,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,192.47973039910468,154.69072788580277,206.63022145968574,85.74666666666667,87.51,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,149.95795,166.84306,160.00137,85.575,87.56,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,154.8238650782082,171.7222072126018,165.48563748967405,85.575,87.56,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,141.17253,136.19958,160.96165,85.305,87.56,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,145.7695069849923,142.3103050316237,167.04084326344795,85.305,87.56,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,116.09229,182.2398,218.06026,86.14666666666666,88.21,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,116.28526374137908,183.5283065971716,219.69047167232904,86.14666666666666,88.21,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,165.62248,168.03714,155.89764,86.01666666666667,88.06,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,165.61548572287998,168.41907708224684,156.88308745514553,86.01666666666667,88.06,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,149.1931,222.05757,140.98517,85.92166666666667,88.26,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,149.82274378723815,225.0139230037719,143.64394695898713,85.92166666666667,88.26,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,198.83142,80.95482,196.31602,86.15166666666667,88.51,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,200.36848371463432,82.62817605350223,197.6315739873303,86.15166666666667,88.51,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,130.11946,184.7824,177.85695,86.125,88.54,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,130.6685636235823,185.85153910957519,179.63421285880932,86.125,88.54,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,223.5086,103.17284,145.35974,86.36166666666666,88.63,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,225.078025882389,104.07077555008705,147.81706275786732,86.36166666666666,88.63,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,141.3742,206.46602,139.07059,86.19833333333334,88.22,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,142.7835441566635,209.97649400218043,140.60068179725778,86.19833333333334,88.22,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,155.81467,199.74179,164.63896,85.74833333333333,87.97,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,157.21066669299924,200.56992922775933,166.13203764510473,85.74833333333333,87.97,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,126.53635,174.61497,120.40024,85.715,88.46,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,130.84117080095322,180.98947533074067,123.63773090921653,85.715,88.46,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,128.57874,172.73032,133.77882,86.19,88.37,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,130.57709932731504,174.7274624143101,136.02070040899855,86.19,88.37,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,140.18716,201.36497,131.87155,86.05166666666666,88.32,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,144.30632567903413,203.81997275294614,132.15009275702897,86.05166666666666,88.32,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,124.86217,177.8692,172.46715,85.87166666666667,87.85,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,126.27326091447345,179.31389294857667,173.31548547495225,85.87166666666667,87.85,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,199.89964,124.03946,171.27162,86.22833333333334,88.19,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,202.141249032472,123.42123774708637,172.93287842346388,86.22833333333334,88.19,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,151.37498,178.35965,169.9611,85.98666666666666,88.17,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,152.08448923171986,177.47084789507485,172.15204474051782,85.98666666666666,88.17,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,153.2405,167.43875,177.04454,86.04666666666667,88.37,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,154.09388575279965,169.27071529273854,179.02858915020477,86.04666666666667,88.37,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,104.17511,174.11674,216.1474,86.44833333333334,88.61,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,104.11511341333737,174.00526770447865,214.97911754251953,86.44833333333334,88.61,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,144.39885,144.07776,141.91129,86.195,87.98,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,144.7295135542097,145.11383456417542,143.00121918237792,86.195,87.98,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,141.2349,222.41454,117.046135,85.88,88.28,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,141.12296988878708,222.17561608509763,117.5129757933716,85.88,88.28,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,213.00243,52.1328,204.49867,86.15833333333333,87.83,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,215.85982868673403,53.159767627220575,206.21046510941952,86.15833333333333,87.83,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,112.402855,189.72798,176.62589,86.33833333333334,88.27,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,114.71605589156185,189.44556840339186,180.7255029384703,86.33833333333334,88.27,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,250.5363,64.53259,116.27124,86.39166666666667,88.27,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,250.79523387423708,64.95920764785882,120.19618259801597,86.39166666666667,88.27,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,152.56805,204.27895,119.12468,86.36333333333333,88.43,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,154.49594464872555,207.06643832312594,120.6354936632218,86.36333333333333,88.43,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,159.08865,223.75928,148.13692,86.185,88.31,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,159.13505707179104,225.4347489588143,149.42329268199813,86.185,88.31,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,133.12665,191.9849,147.28954,86.05,88.01,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,134.78536215381922,203.94406076542558,151.26164976009048,86.05,88.01,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,132.75743,192.99858,121.4201,86.30666666666667,88.45,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,134.5664303053097,193.19731366893018,123.13397051181286,86.30666666666667,88.45,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,142.71179,208.7908,92.88215,86.41,88.76,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,148.05708033957205,215.08242350043477,93.36376114947679,86.41,88.76,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,144.54161,183.29034,144.95848,86.245,88.25,deeplift,11
