initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch1.1,branch2.0,branch2.1,branch3.0,branch3.1,train accuracy epoch0,test accuracy epoch0,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,227.85071,227.8507,431.11166,431.11176,103.23276,103.23275,92.525,96.65,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,238.74911215831062,238.7491267699002,439.3537365494451,439.3537367678325,101.42590525205496,101.42589809103792,92.525,96.65,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,349.9861,349.98615,288.58084,288.5808,118.896255,118.89627,91.73166666666667,95.53,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,352.08765399930866,352.08765615532417,333.3669660827085,333.36696630683406,137.989974642453,137.98997208548238,91.73166666666667,95.53,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,159.3816,159.38162,250.46275,250.46277,557.6631,557.66315,92.51166666666667,96.2,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,202.82355863489462,202.8235548916369,314.4146474311857,314.4146514388841,663.2086557391756,663.2086452552982,92.51166666666667,96.2,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,406.7362,406.7361,230.46733,230.46739,135.94038,135.94037,92.51833333333333,96.0,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,497.99955313247443,497.99955607923505,311.7755243991909,311.7755422165971,184.48750308768254,184.48750129773484,92.51833333333333,96.0,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,270.92233,270.92242,154.75531,154.75531,260.87302,260.87302,92.28333333333333,96.27,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,357.32782700351925,357.3278366021278,234.79377106491725,234.79377010276457,359.0743274068047,359.0743352184925,92.28333333333333,96.27,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,265.4055,265.40543,245.26202,245.26202,249.51619,249.5162,92.03333333333333,95.85,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,333.59478121219246,333.59477334589815,321.4599383879179,321.4599546387072,328.9574098469433,328.9574309679524,92.03333333333333,95.85,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,203.99216,203.99213,149.19324,149.19331,356.63803,356.63794,93.05,95.65,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,298.4657156037731,298.46572679398014,234.3499978328182,234.34998775388598,491.1559259616353,491.1559336085394,93.05,95.65,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,425.1213,425.12112,208.55725,208.55727,177.22838,177.22833,93.07833333333333,96.19,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,451.47362890623305,451.4736171430089,251.3648359934318,251.36484222584076,222.2381805667352,222.238173299746,93.07833333333333,96.19,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,284.456,284.45602,278.60062,278.6007,317.05014,317.05017,92.765,96.24,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,317.3356646057066,317.3356759959697,300.5323472109917,300.53235160946275,349.20983985452995,349.20984526739306,92.765,96.24,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,876.7543,876.75433,442.21814,442.21808,227.72229,227.72224,92.37333333333333,95.34,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,594.9789266104032,594.9789639708865,257.86727469719585,257.86729026023727,109.94782286299603,109.9478113016452,92.37333333333333,95.34,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,291.86096,291.86087,282.10596,282.1059,270.37494,270.375,93.05166666666666,95.29,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,225.24548784463647,225.24548389098175,226.0326361077514,226.0326364993564,251.0046590105037,251.00465696448788,93.05166666666666,95.29,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,205.06714,205.06711,831.3627,831.3625,157.13028,157.13031,93.03166666666667,94.78,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,162.81371093665567,162.81370055929239,671.5417929165328,671.5417991590451,125.5312924224226,125.53130566110994,93.03166666666667,94.78,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,370.5972,370.59732,1031.1105,1031.1106,140.72076,140.72078,92.6,96.38,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,190.09548250572567,190.095488290023,703.7858312776152,703.7858246117463,69.48790783222232,69.48788729844973,92.6,96.38,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,682.64636,682.6464,72.36065,72.360634,856.3472,856.347,92.39333333333333,95.77,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,403.1562518601626,403.15629531435854,50.5279189009136,50.52791660903591,524.4231702713345,524.4231508850239,92.39333333333333,95.77,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,1089.3182,1089.3181,444.69742,444.69745,494.45193,494.4519,92.41333333333333,95.12,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,674.597940481233,674.59796994841,232.4752080583845,232.47520323067326,279.7586392542569,279.7586477613833,92.41333333333333,95.12,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,547.13995,547.1397,613.16046,613.1604,154.37929,154.37926,92.57333333333334,95.44,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,320.18057289949695,320.18057832457316,456.7242758140427,456.7242346983771,80.77558613459307,80.77558506885353,92.57333333333334,95.44,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,524.04535,524.0454,373.33716,373.3371,208.95241,208.95238,92.45,95.96,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,488.37675875653827,488.37672420080617,367.2462444452546,367.24626061785574,210.42346566822604,210.423463595149,92.45,95.96,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,128.533,128.53299,143.9188,143.91882,366.56873,366.56866,92.26833333333333,94.01,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,159.2748585644841,159.2748590312101,230.11019326253168,230.11019960235836,499.7424680043193,499.7324503573283,92.26833333333333,94.01,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,526.41907,526.4192,353.17496,353.17493,174.40633,174.40634,92.39333333333333,95.79,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,482.36821249723397,482.3681959730062,320.46656435646645,320.4665611275253,156.90296588873733,156.90295689209583,92.39333333333333,95.79,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,274.85022,274.85028,153.05357,153.0536,412.6407,412.64087,92.635,94.73,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,289.2776130975204,289.27760704435207,157.4357724029125,157.43577555578494,415.80779844067314,415.8078144738021,92.635,94.73,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,638.0512,638.0511,618.007,618.00684,597.67,597.6701,92.22833333333334,94.99,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,278.38412063628635,278.3841034901702,361.9118269003981,361.9118245917389,319.5836267699612,319.58362020374386,92.22833333333334,94.99,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,271.43716,271.43713,169.94307,169.94304,469.0829,469.08286,92.92666666666666,95.71,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,269.3715521230309,269.37154580010707,152.9378962302862,152.9379063079075,441.9342879777798,441.9342365232467,92.92666666666666,95.71,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,467.60706,467.60712,324.79523,324.79535,221.76942,221.76942,93.04833333333333,95.59,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,514.2663467235199,514.2663315096385,376.80338831495055,376.8034063143694,260.0420163442559,260.04201744431714,93.04833333333333,95.59,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,474.20615,474.20612,391.7775,391.77765,407.2826,407.28268,92.78833333333333,95.28,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,313.3024389041178,313.30244922231554,297.262877178037,297.2628965654329,257.7348763762115,257.7348824175309,92.78833333333333,95.28,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1392.5519,1392.5521,598.8634,598.8634,333.48654,333.4866,91.89666666666666,95.27,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,652.982870199212,652.9828025611804,195.362981087555,195.3629736677,120.32440655936044,120.32441226434945,91.89666666666666,95.27,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,385.53714,385.5371,463.84793,463.8477,573.55414,573.5539,92.83833333333334,95.12,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,147.57224053979417,147.57223737571758,138.10322128303295,138.10322936801097,231.62336407750226,231.62335659901407,92.83833333333334,95.12,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,349.51587,349.51584,1084.3992,1084.3992,193.57507,193.57515,92.66166666666666,93.67,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,154.46407800837383,154.46408086839293,650.7753064518529,650.7753313182224,79.78711666867511,79.78711579487401,92.66166666666666,93.67,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,301.50507,301.50507,1225.8993,1225.8993,167.50389,167.50388,92.11833333333334,95.9,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,102.38080193249303,102.38080561100047,840.9712331199541,840.9712383860217,51.55151014540333,51.55151209837534,92.11833333333334,95.9,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,810.69086,810.69135,168.17976,168.17982,1746.3514,1746.3514,92.06333333333333,95.54,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,256.899436749922,256.8994365713736,45.664225244130144,45.6642239272348,928.8222778118071,928.8222410547987,92.06333333333333,95.54,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,905.4177,905.4178,282.1725,282.17255,328.2932,328.29318,92.08833333333334,96.2,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,525.8257961772815,525.8258462591078,157.84950987377402,157.8495048709836,156.2651845488552,156.26517900768644,92.08833333333334,96.2,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,572.3735,572.37354,907.93933,907.9394,210.16443,210.16446,92.365,96.0,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,183.79704865734763,183.79705358174647,422.25144100570833,422.25146045221584,57.182646055855614,57.18264478985184,92.365,96.0,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,2175.9111,2175.9111,1265.5854,1265.5852,481.30252,481.30264,92.09166666666667,95.52,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,934.4927270933822,934.4927157878298,325.3386303712299,325.33862321612196,116.94242390883647,116.94241755661598,92.09166666666667,95.52,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,298.54102,298.54095,408.07074,408.07074,1045.512,1045.5121,91.98,95.47,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,110.97601900693591,110.97602175534075,139.96914122901023,139.9691383787173,524.2274766132116,524.2274692490129,91.98,95.47,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1193.3588,1193.3586,759.6672,759.6675,360.13007,360.13007,92.26333333333334,96.27,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,473.8681150199978,473.86816991874093,245.2119420943034,245.21195372211608,114.81088452564487,114.810882829826,92.26333333333334,96.27,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,389.73907,389.73917,207.36586,207.36592,556.23676,556.23676,92.26333333333334,96.08,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,233.49837854161657,233.4983600966203,135.87269937822555,135.872695962589,340.8048664456859,340.8048493494098,92.26333333333334,96.08,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,667.24536,667.2454,672.9354,672.9354,771.54376,771.5436,92.20333333333333,96.02,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,222.75582823745674,222.7558342640806,309.163529293842,309.16352008179916,320.71202222178874,320.7120232090608,92.20333333333333,96.02,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,285.1902,285.19016,194.28061,194.2806,442.00867,442.0087,92.235,94.08,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,266.5477937904003,266.54780977053883,164.85093135914795,164.85095342043888,259.997495230079,259.99748110051394,92.235,94.08,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,645.6594,645.65955,335.39813,335.39822,355.6547,355.65466,92.45833333333333,95.86,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,470.00429061876787,470.0043069526823,176.55997799365915,176.5599663524392,202.67993264431857,202.6799383435096,92.45833333333333,95.86,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,489.81613,489.81616,268.8934,268.8935,374.5145,374.51456,92.31333333333333,95.89,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,306.52770258937437,306.5276882939911,154.0848461568419,154.08485495344596,203.85423381659598,203.85422036695394,92.31333333333333,95.89,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,535.77234,535.7724,181.78542,181.78545,147.39929,147.39928,91.33333333333333,94.4,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,554.8741572995649,554.8741459711996,248.36741753046078,248.36740306300908,155.55366535949375,155.55365969908226,91.33333333333333,94.4,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,386.03232,386.03226,349.82172,349.82175,385.64713,385.64713,92.88166666666666,93.76,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,323.24600132721247,323.24601020525773,307.2017034115482,307.20170811105527,348.12252678392554,348.1225229189253,92.88166666666666,93.76,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,191.54617,191.54619,655.2268,655.2267,165.3133,165.31332,92.47833333333334,95.42,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,161.60212396022115,161.60213498760652,558.8163674240946,558.8163683287232,134.8436537852693,134.8436617078644,92.47833333333334,95.42,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,207.83746,207.83751,593.93567,593.93567,102.3767,102.37669,92.14833333333333,95.37,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,240.94898315442737,240.94898677071802,647.4053283881951,647.4053279374647,121.73176584112659,121.73177254748185,92.14833333333333,95.37,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,374.6294,374.6293,53.918312,53.918312,422.61758,422.61758,91.12666666666667,95.36,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,468.85935003421486,468.859376899519,66.74438661653079,66.74439438959446,527.9550758652763,527.955049033011,91.12666666666667,95.36,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,495.16367,495.16357,215.43524,215.43526,239.89719,239.89716,92.16666666666667,94.05,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,511.64685032884614,511.64684253306586,223.29875172586364,223.29874797094425,264.0258879670308,264.0258774277026,92.16666666666667,94.05,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,295.5533,295.55334,491.8321,491.83206,102.08402,102.08402,91.775,94.67,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,260.09678649630416,260.0967807932219,449.51981684079135,449.5198130146582,85.7242610101823,85.72427327296715,91.775,94.67,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,461.4082,461.40814,384.54034,384.54037,178.45491,178.45491,91.20166666666667,95.13,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,413.7255911920396,413.725593814273,374.66229262117776,374.66227343820174,193.18990196074535,193.1899074976886,91.20166666666667,95.13,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,139.76413,139.76416,194.4847,194.48463,503.49213,503.49225,91.155,94.75,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,195.79519160024276,195.7951952944978,258.17781038632074,258.1778112229803,568.5385739561802,568.5385379072118,91.155,94.75,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,350.199,350.19897,249.15196,249.1519,138.37358,138.37354,91.88666666666667,94.26,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,440.3065508808986,440.30656934917715,316.5426819018846,316.54270300198317,183.91163929343878,183.91162322585566,91.88666666666667,94.26,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,299.96835,299.96826,199.94704,199.94704,292.20593,292.206,91.81333333333333,93.8,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,356.2299096505409,356.22990754506026,249.37334616325353,249.37334637024438,346.2194478126788,346.21945395579445,91.81333333333333,93.8,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,275.99872,275.99866,346.76248,346.76254,228.86626,228.86633,92.07,95.51,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,303.54330098078026,303.5432720844699,410.1125167963135,410.1125293449915,286.9455178697824,286.94552430185564,92.07,95.51,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,195.00363,195.0036,127.7297,127.7297,345.79727,345.7973,91.725,94.94,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,267.8022629660955,267.80228347232656,187.77454475575777,187.77455096169035,505.77426882714167,505.77424944324514,91.725,94.94,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,321.197,321.197,262.32666,262.32666,185.89302,185.89307,92.445,93.91,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,394.30974225135844,394.30972624227934,324.95526846578554,324.95526834679407,240.29856327161048,240.29856295243243,92.445,93.91,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,281.0695,281.06946,283.176,283.17596,247.82693,247.82697,91.93,95.4,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,357.15880480545644,357.1587898888176,335.16507157586386,335.16509615905204,322.29181595802777,322.2918383421805,91.93,95.4,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,966.6438,966.6439,485.06494,485.06497,315.14957,315.14957,91.90833333333333,88.97,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,460.7946110589968,460.79462435921215,252.028181472848,252.028186138195,143.5343870348922,143.53438563671781,91.90833333333333,88.97,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,405.28677,405.28674,420.45227,420.4522,469.49957,469.4997,93.02666666666667,93.58,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,225.03438679125176,225.03437909247353,216.46825713416143,216.46826178605357,288.8560474211637,288.85605626146145,93.02666666666667,93.58,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,225.32007,225.32013,921.551,921.551,187.37251,187.37248,92.83333333333333,94.12,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,91.30834154089992,91.30832694156737,615.3439115838449,615.3439557156955,69.67518530960396,69.67518845640447,92.83333333333333,94.12,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,374.27505,374.27496,1171.3896,1171.3894,185.66553,185.66559,92.23166666666667,92.8,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,188.54768354969227,188.5476706062014,769.4774007451675,769.4773771319778,80.08606511980189,80.08604960028937,92.23166666666667,92.8,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,343.44373,343.4437,51.227158,51.227154,512.16675,512.16675,92.155,87.77,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,308.28352918338356,308.28353915335305,56.50538015692455,56.50537376895861,476.95468021976944,476.9546579408233,92.155,87.77,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,842.5546,842.5548,330.29904,330.29898,287.3755,287.3755,92.185,93.12,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,517.4263858905551,517.426385690232,203.1442401215539,203.14425364800056,146.82226048384746,146.82225969167283,92.185,93.12,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,294.68033,294.68042,685.3961,685.3962,106.58362,106.58367,92.48166666666667,93.95,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,223.72425716002255,223.72424893699935,556.216059125108,556.2160507661869,63.07424687147132,63.0742576463674,92.48166666666667,93.95,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,884.2743,884.2744,638.4224,638.42255,358.4025,358.40244,92.22666666666667,94.5,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,428.02539745502355,428.0253917405557,297.86107318173913,297.86104757523333,216.73678831603556,216.73678368676858,92.22666666666667,94.5,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,192.62868,192.62868,361.5466,361.5467,719.7764,719.77655,91.94166666666666,91.88,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,106.72521763874384,106.72519443768664,216.59932333179827,216.59933428527742,469.3484664744721,469.34847369982515,91.94166666666666,91.88,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,687.248,687.2477,574.686,574.686,256.9702,256.97018,92.19,94.62,deeplift,9
