initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch2.0,branch3.0,train accuracy epoch0,test accuracy epoch0,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,180.0724744152458,151.78241621476354,184.13784376596067,85.02666666666667,87.68,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,200.19637,133.34804,162.2155,85.165,87.56,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,218.1976548936845,144.73589831488167,176.36202815455573,85.165,87.56,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,185.82228,144.04318,157.3658,85.41166666666666,87.79,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,192.61445093556733,147.42608123855524,163.65523858075105,85.41166666666666,87.79,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,158.45659,126.38271,190.90416,85.32666666666667,86.49,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,166.91018514450215,134.198819976191,196.92167852724782,85.32666666666667,86.49,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,145.9337,150.96886,180.10483,85.00666666666666,86.41,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,155.98221259256255,164.04331957069576,195.06429393869027,85.00666666666666,86.41,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,157.67253,119.520164,132.67549,85.475,88.18,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,170.2061278837417,127.98510464923811,143.87855698379616,85.475,88.18,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,160.05966,199.92609,172.01987,85.85,88.17,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,165.9819129545259,205.84774633374636,176.14308299578198,85.85,88.17,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,192.27284,106.70554,134.19531,85.80333333333333,88.44,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,200.68918095828755,110.28901848027535,141.35794079922243,85.80333333333333,88.44,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,144.75807,154.9324,156.29205,85.885,88.49,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,150.40407584750204,157.72537914956743,159.57589842579267,85.885,88.49,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,194.85234,180.81822,127.969246,85.285,87.47,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,201.59939042538068,187.75523567947317,130.22659298018706,85.285,87.47,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,126.96972,159.1136,175.64648,85.74,87.95,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,134.19889180164688,169.8284209251177,186.84589683871684,85.74,87.95,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,138.62433,118.66764,225.88426,85.49833333333333,88.02,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,149.25860000754636,126.95380602292359,239.78089699422392,85.49833333333333,88.02,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,120.26846,150.7407,201.75893,86.11333333333333,88.03,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,123.33696797107233,153.41151795495043,210.4106146675016,86.11333333333333,88.03,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,230.2034,126.022766,121.62899,85.08333333333333,88.07,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,234.66710125307654,132.30660314001733,124.0188758390665,85.08333333333333,88.07,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,170.42622,185.3773,107.991425,85.70333333333333,88.41,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,183.46206250953753,197.00701106451402,116.95271049282405,85.70333333333333,88.41,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,142.77696,109.11494,147.25594,85.80166666666666,88.41,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,147.6669635312024,116.29622659815351,154.4063081468055,85.80166666666666,88.41,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,211.79279,112.647,138.38083,86.09833333333333,88.75,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,221.16986784332687,116.55657404767106,144.4104093347583,86.09833333333333,88.75,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,174.3166,129.11644,162.59393,86.035,87.8,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,177.72383160511066,131.82449156746415,166.22816127013377,86.035,87.8,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,126.9201,115.02553,198.5009,85.85333333333334,87.65,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,131.35646592845492,118.21726203652612,204.58180934039896,85.85333333333334,87.65,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,126.12669,155.70604,177.84996,85.52833333333334,87.56,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,132.58701702387032,166.25843313453947,188.0748829291451,85.52833333333334,87.56,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,178.84871,144.88644,160.25163,85.555,88.94,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,185.03694890228675,147.3262407644384,165.4337440615604,85.555,88.94,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,131.9475,180.56163,142.33725,86.23166666666667,88.45,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,133.85299776852656,181.60893527050735,143.28805992533765,86.23166666666667,88.45,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,224.48767,95.14765,127.29456,86.27,88.14,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,236.59751089545426,100.21009125768309,134.31394239145493,86.27,88.14,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,154.8538,158.89735,148.78447,86.22666666666667,88.54,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,155.68030056844364,158.68077139109874,151.42978835222618,86.22666666666667,88.54,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,182.13785,161.86852,119.47189,85.72333333333333,86.75,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,184.6165103290091,163.59552445428358,119.62846681632422,85.72333333333333,86.75,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,116.93654,188.64879,176.50197,86.26333333333334,87.69,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,119.01251836100795,194.3987661999511,181.55759123451062,86.26333333333334,87.69,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,144.35385,83.65876,222.01097,85.78666666666666,88.27,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,146.15283649158266,84.29900897777024,224.84680553662352,85.78666666666666,88.27,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,72.88535,145.15779,202.93341,86.18833333333333,88.76,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,73.29317772659837,146.2294676893939,206.74729328428262,86.18833333333333,88.76,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,249.66614,89.22131,80.05878,86.055,89.06,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,254.72990264429106,89.3688548601027,80.19343028227216,86.055,89.06,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,183.10567,175.843,79.579155,86.175,88.26,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,183.93243455488633,177.1632190309128,79.65332745159222,86.175,88.26,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,168.89273,109.63719,166.57077,86.12166666666667,88.33,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,172.4957367422504,110.6893039341911,168.21206165269868,86.12166666666667,88.33,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,220.8282,79.84748,104.04474,85.99833333333333,88.67,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,221.5793071741295,79.95153452492379,105.84012413617732,85.99833333333333,88.67,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,167.43616,122.628555,184.5359,86.46333333333334,88.72,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,169.41256026597296,123.964218843928,186.61990730201086,86.46333333333334,88.72,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,94.75618,106.27117,235.51695,86.38833333333334,86.94,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,95.17154617902634,106.21947396942771,235.0001840683151,86.38833333333334,86.94,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,112.337234,188.21399,167.52623,85.81,87.26,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,112.83851928636344,188.33201901203725,166.96163265281814,85.81,87.26,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,156.01817,167.83582,151.70807,84.42166666666667,87.28,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,164.67856534086494,180.64291005887287,163.5128160927603,84.42166666666667,87.28,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,144.55342,165.8078,141.74294,85.51833333333333,87.36,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,155.85004706733048,179.6413558169878,152.1909489657958,85.51833333333333,87.36,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,168.53456,122.25036,159.72987,84.83,87.46,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,170.17030327428768,123.59819570900271,165.30957073358078,84.83,87.46,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,146.76079,141.68352,150.28038,85.18166666666667,87.76,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,156.26371002901953,146.18372560971986,154.49729340068018,85.18166666666667,87.76,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,198.54245,167.33827,120.42239,83.96166666666667,87.34,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,205.52435053690152,172.4575348394625,121.89475032717256,83.96166666666667,87.34,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,133.09778,164.50893,156.32614,85.06333333333333,87.4,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,136.59777110895934,173.86138557495244,163.95289061881616,85.06333333333333,87.4,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,140.30011,144.3764,212.34698,84.59833333333333,86.86,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,152.20254804697154,161.3981751484915,230.0281676596101,84.59833333333333,86.86,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,141.58229,158.4646,188.6687,85.15166666666667,87.33,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,148.0410868859523,162.10825116234267,194.68617173986883,85.15166666666667,87.33,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,202.10306,152.2799,152.58687,84.59833333333333,86.88,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,215.9768618779289,166.4803254611543,164.25610494559479,84.59833333333333,86.88,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,167.04337,184.13893,130.73117,84.92166666666667,87.3,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,180.4789738950146,198.50530090655744,145.75581369292314,84.92166666666667,87.3,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,176.44586,141.75926,168.83624,85.14833333333333,87.38,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,191.13919286797125,155.6025379685488,184.83909999054706,85.14833333333333,87.38,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,180.2886,110.6337,143.47122,84.875,87.31,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,192.74895869004447,118.9126700908438,155.31048338466934,84.875,87.31,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,187.58139,158.3833,156.76244,85.355,87.32,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,200.30918078156537,167.76983336877484,165.98791230609868,85.355,87.32,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,144.87408,122.19948,187.59782,85.38333333333334,87.14,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,150.994966039528,127.26222365477557,193.16753511451554,85.38333333333334,87.14,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,138.33311,144.90898,184.91846,84.56,87.03,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,147.75086675726376,156.46985121676144,196.49953363931454,84.56,87.03,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,177.52386,142.75247,165.57997,85.38166666666666,87.95,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,188.12376126931522,151.95492292726678,179.7775857828631,85.38166666666666,87.95,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,154.53035,197.59128,165.58194,86.06166666666667,88.47,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,161.57059128711148,205.4232968013567,172.16660575078532,86.06166666666667,88.47,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,203.42766,120.80063,159.95142,85.57166666666667,88.3,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,217.81422402519672,128.94772902575713,173.98813799288553,85.57166666666667,88.3,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,140.3257,159.84312,141.78006,85.77666666666667,88.46,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,151.56261935417353,168.39942768358424,147.96971069328535,85.77666666666667,88.46,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,213.99414,180.46968,132.75311,85.25166666666667,87.64,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,218.92576826168164,185.94631034094968,135.51933179809905,85.25166666666667,87.64,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,132.37088,173.50102,168.963,85.77,88.29,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,137.30712632121933,180.63003003468066,176.2158253784014,85.77,88.29,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,145.17972,140.34712,229.71085,85.265,87.92,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,153.16630228823243,148.26929899801556,243.80110113217896,85.265,87.92,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,126.108475,165.50981,204.97456,85.57666666666667,88.08,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,133.09072586182836,170.06274109861565,213.163772057056,85.57666666666667,88.08,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,211.36101,126.14809,146.19717,85.17,87.99,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,220.32609072171934,133.32759708617738,151.70096766638582,85.17,87.99,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,169.29861,206.55544,119.3591,85.765,88.52,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,181.13512797031788,219.25072832563953,128.57139865330586,85.765,88.52,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,181.8242,121.60303,164.74713,85.845,88.27,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,192.6408318629608,128.5284472341476,174.2328597196392,85.845,88.27,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,208.4535,119.79377,142.38306,85.915,88.31,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,216.77874492083015,123.50395166303313,148.76159793520318,85.915,88.31,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,175.49907,151.03882,180.56223,86.08166666666666,88.36,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,181.7504651112461,153.1540187591527,188.5163077358646,86.08166666666666,88.36,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,125.825,123.63402,223.51071,86.11,88.52,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,131.51977323623825,128.57633496303498,230.986902581899,86.11,88.52,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,125.885574,144.1764,191.07028,85.25666666666666,88.0,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,133.93535043091282,155.5120289430645,204.49375918723007,85.25666666666666,88.0,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,179.76172,112.91938,162.49802,85.77666666666667,88.3,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,183.62215567391118,115.14772168043157,167.26359600859297,85.77666666666667,88.3,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,133.06737,192.60999,135.8277,86.345,88.42,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,134.59417793595455,193.25255017738138,136.76152425070737,86.345,88.42,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,220.88567,116.52641,149.49799,86.06833333333333,88.39,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,234.75000941525718,123.97896610660646,160.2434422460529,86.06833333333333,88.39,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,138.18799,164.20311,163.25493,86.13333333333334,88.54,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,140.5960792872913,166.34638962457373,164.19584490557224,86.13333333333334,88.54,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,189.76277,151.78253,128.85689,85.68,88.06,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,193.9802829134639,154.01025143477986,130.82485362371594,85.68,88.06,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,118.57872,199.2929,171.1754,85.99833333333333,88.3,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,121.32589645164265,205.84547313626987,177.3071306725663,85.99833333333333,88.3,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,163.16638,85.247086,258.59857,85.88,88.43,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,166.15771670211413,86.56164252742526,265.5716905691728,85.88,88.43,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,110.21118,176.89072,220.24962,86.00666666666666,88.01,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,110.94008441234949,177.03377259274572,225.2353860512528,86.00666666666666,88.01,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,255.49066,111.703995,89.17664,85.905,88.75,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,259.9219458213235,113.14179377600504,88.95466165558672,85.905,88.75,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,174.70818,194.61795,88.04814,85.92333333333333,88.19,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,175.4467368513336,195.05394050118042,88.16269046710717,85.92333333333333,88.19,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,182.54666,107.70694,173.89857,86.17166666666667,88.73,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,185.24107488006402,109.39248940660484,175.96549154381773,86.17166666666667,88.73,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,224.22115,111.56823,131.92632,86.22166666666666,88.44,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,227.20261708625887,112.95638378554104,135.04389955695567,86.22166666666666,88.44,integrated_gradients,11
