initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch2.0,branch3.0,train accuracy epoch0,test accuracy epoch0,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,319.92683112035826,224.63356903798876,255.9041165750831,86.80166666666666,91.3,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,283.6354,228.21794,134.80016,86.98166666666667,93.32,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,64,361.28625882612005,291.8305523105546,164.83624462313,86.98166666666667,93.32,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,324.63797,201.39397,139.30147,88.025,93.52,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,358.00467556999286,206.98810273318506,140.40763373202705,88.025,93.52,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,144.08116,180.51797,237.06404,88.7,93.2,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,175.86835659777495,208.12399074827374,283.9439465044015,88.7,93.2,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,146.21988,242.84131,222.63687,88.67166666666667,94.1,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,190.63057501778133,306.9306318640142,286.9439561884335,88.67166666666667,94.1,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,229.97655,298.9467,158.74484,89.21,94.52,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,282.33367335367626,348.1039249263293,189.33673308015582,89.21,94.52,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,167.1585,142.77864,339.64392,87.35333333333334,94.05,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,191.95617779812505,165.68923706655502,381.4928401431194,87.35333333333334,94.05,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,225.44946,142.8797,205.59317,87.935,94.13,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,314.3750574894716,204.2008877666843,288.3932815151246,87.935,94.13,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,121.3509,364.30548,240.07533,88.035,92.99,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,185.65444414326635,465.7668769468225,328.6362051216692,88.035,92.99,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,255.11006,223.23611,207.98167,88.82,94.56,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,391.81725575411366,355.6664822822075,333.1836637007521,88.82,94.56,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,214.02757,229.19913,198.03032,88.94333333333333,93.96,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,318.8090383611387,330.6354882779998,298.2714857915343,88.94333333333333,93.96,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,161.94328,282.7804,311.65198,88.435,92.95,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,183.99252434185777,340.92259887674794,369.25439860257075,88.435,92.95,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,230.38786,221.53084,222.5038,89.91333333333333,94.95,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,297.82118636006584,278.76047311242957,277.6313123334287,89.91333333333333,94.95,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,183.15775,224.76828,219.05502,89.51666666666667,94.77,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,244.97674201986248,294.86544641256825,276.7893058021521,89.51666666666667,94.77,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,215.16919,168.47383,186.0089,87.71,93.58,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,297.0742134501632,258.4058007600044,273.71728112619996,87.71,93.58,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,181.02704,99.997055,140.98302,88.24333333333334,93.63,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,287.70289694505067,174.71569636241463,245.37419399817867,88.24333333333334,93.63,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,330.60452,247.15115,153.32672,88.30833333333334,93.26,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,32,431.48029210618677,347.8475852442721,218.16499383285773,88.30833333333334,93.26,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,300.2269,185.94617,135.75473,90.105,94.94,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,386.4575871941184,265.91988559508087,207.25595270756517,90.105,94.94,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,156.91614,160.86922,208.3043,90.10666666666667,94.31,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,252.15217456988995,262.1749979868241,313.2752627718442,90.10666666666667,94.31,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,152.39212,229.81586,257.83878,90.115,94.71,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,257.04834335537157,348.76287977408685,389.7552905268996,90.115,94.71,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,197.38724,235.86101,133.78758,89.08166666666666,93.04,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,249.58941357023997,296.6077875410683,191.9043838009115,89.08166666666666,93.04,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,171.8117,132.65164,419.7113,89.365,94.48,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,261.2763107110624,209.16888036749378,488.57467926895833,89.365,94.48,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,234.27652,136.99167,248.35704,89.54666666666667,94.7,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,353.70342459178045,227.06120082851504,361.1996166756265,89.54666666666667,94.7,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,111.804306,286.02893,200.18051,89.635,92.86,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,175.1103587301674,366.9324378561865,283.38726765323537,89.635,92.86,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,182.52365,194.89417,171.4338,88.765,93.95,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,249.71285011881952,255.18932326419025,218.57669504470365,88.765,93.95,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,221.84413,194.13144,179.7649,90.85,94.94,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,322.13918549321914,285.85348856142696,255.35321622056165,90.85,94.94,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,147.45627,212.70825,269.98923,90.33,94.9,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,234.5701191356712,303.97150857658835,378.75996120743895,90.33,94.9,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,248.12228,204.56787,231.65617,90.93666666666667,95.11,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,314.23982458876867,255.90100776098316,296.14843697600725,90.93666666666667,95.11,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,201.2679,201.1361,271.73975,90.34666666666666,94.39,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,240.32093902149518,291.6356983072543,331.13963864543774,90.34666666666666,94.39,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,259.45966,218.55824,200.04417,89.43666666666667,94.56,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,354.0548496712561,270.92397709067484,273.62432155708734,89.43666666666667,94.56,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,317.577,181.03511,237.367,89.22833333333334,94.01,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,371.03739577115533,253.08814874655548,291.440019929035,89.22833333333334,94.01,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,346.35242,167.43344,149.27458,89.965,94.44,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,423.2935323932542,249.8594302546156,210.22330536444622,89.965,94.44,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,359.99942,203.88815,161.41695,86.50666666666666,92.45,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,406.5775888476075,241.02929724354362,192.12706739552965,86.50666666666666,92.45,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,160.82446,154.73592,230.41682,87.49333333333334,92.35,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,168.26272458200134,158.7553330714716,241.3631647767827,87.49333333333334,92.35,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,156.71895,218.16338,203.00519,86.88666666666667,90.92,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,186.2645713783406,257.80217258644615,245.389013685245,86.88666666666667,90.92,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,182.73224,247.98158,171.21965,85.70666666666666,91.43,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,225.3656801045397,298.919411375911,205.41168750169993,85.70666666666666,91.43,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,148.86127,159.507,241.70836,84.18666666666667,89.46,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,167.5062141390406,180.86591318449317,274.5921288056899,84.18666666666667,89.46,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,180.68948,151.85738,178.21552,85.94833333333334,91.39,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,212.4345629404176,175.93550364244132,205.69366819040312,85.94833333333334,91.39,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,107.66913,260.19086,179.1358,85.87166666666667,91.4,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,120.98448995342184,304.09170791354245,218.74025420378103,85.87166666666667,91.4,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,205.51715,187.29259,167.87367,85.65333333333334,90.9,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,250.16787330235147,229.8055507458999,204.57645407489125,85.65333333333334,90.9,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,230.89136,244.73943,211.79353,87.68333333333334,92.22,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,321.9477427489974,336.30755696269506,295.4034944288983,87.68333333333334,92.22,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,146.18633,233.39949,245.39243,86.41,92.45,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,170.6857604498228,284.08349181554115,292.90425165494685,86.41,92.45,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,171.31227,171.11087,184.8246,86.98666666666666,90.13,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,206.86019625801543,207.95132397681803,212.75770060737023,86.98666666666666,90.13,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,214.81078,231.78209,241.06761,86.205,91.95,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,283.03102384109326,302.45622976648264,313.9891818710836,86.205,91.95,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,223.77092,234.89163,230.81403,86.42833333333333,90.73,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,322.41809470804037,347.4395176525291,343.0010002224141,86.42833333333333,90.73,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,217.9684,168.02174,209.71492,85.87833333333333,91.58,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,297.2185698847971,226.48492184864284,278.9667780061309,85.87833333333333,91.58,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,262.55637,197.87505,121.36438,86.375,90.18,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,357.51626397797264,280.4762539084086,164.6728271924247,86.375,90.18,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,300.30353,186.20767,129.78345,89.16,92.98,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,373.4042623818151,263.95611351999355,178.66071959369293,89.16,92.98,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,191.14607,191.78716,251.54536,89.1,91.21,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,273.10004904989273,287.181708886964,350.9874036776648,89.1,91.21,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,172.32834,227.74892,262.94415,88.80666666666667,92.4,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,258.47526574251276,338.00971150752133,370.52436075361004,88.80666666666667,92.4,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,214.54138,271.9614,164.10068,88.07666666666667,90.71,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,285.45250800039133,344.30066730156415,215.8519916464553,88.07666666666667,90.71,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,149.06784,148.88255,286.2535,86.91,91.29,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,184.57765603295962,179.96249391866965,358.43046431789895,86.91,91.29,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,280.6271,167.5224,233.28029,87.97,90.46,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,352.590473115216,230.10174596695353,299.40964067715265,87.97,90.46,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,109.743866,243.85786,182.0783,88.14666666666666,90.52,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,154.57151688831746,356.856139565001,289.02763260990133,88.14666666666666,90.52,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,281.9103,252.90968,249.57637,87.38,90.26,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,323.2445281301005,298.87814114527754,288.9965510766666,87.38,90.26,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,251.9278,252.87411,234.80406,89.485,93.83,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,357.7667316201824,353.2273543245993,340.2293588075268,89.485,93.83,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,159.67786,255.38065,257.60294,88.27333333333333,89.33,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,195.20297932261013,327.4827801422806,334.01241542457,88.27333333333333,89.33,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,234.38289,208.8974,251.07391,88.52166666666666,91.13,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,276.49300023789095,249.0596023320695,304.19710080125463,88.52166666666666,91.13,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,278.97012,204.9707,309.2137,88.565,91.91,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,400.47056980444097,301.3177842968974,429.9638936849371,88.565,91.91,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,242.64705,230.23512,231.93735,88.10166666666667,90.65,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,313.0002173600073,304.6477221473888,294.20093462927804,88.10166666666667,90.65,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,254.41495,167.01288,214.04945,87.64,90.18,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,310.001348847295,223.61708029037203,273.3816405126603,87.64,90.18,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,254.7391,204.79259,134.5001,88.40166666666667,92.27,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,337.8586270159308,293.5285052552496,201.61873656056548,88.40166666666667,92.27,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,330.32532,203.4224,119.77969,90.15333333333334,91.89,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,440.5110488618133,320.5948861967743,222.00835175112394,90.15333333333334,91.89,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,185.88525,266.70654,260.2155,90.70333333333333,92.31,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,266.9204426299717,379.3181679202414,347.41945691773714,90.70333333333333,92.31,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,167.24388,252.40594,282.5848,90.25833333333334,93.12,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,257.60025062381493,348.8999715844851,404.8349986177164,90.25833333333334,93.12,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,142.97577,248.85425,139.05917,89.79166666666667,92.62,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,211.04233551433302,326.17796176523854,200.08405654590044,89.79166666666667,92.62,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,153.98703,126.80087,381.97864,87.52,88.94,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,141.83672667498192,122.54087729145965,398.34575371090347,87.52,88.94,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,251.88625,95.5214,246.94641,89.39666666666666,90.88,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,391.0862576804231,206.49177907753617,386.27655349022405,89.39666666666666,90.88,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,81.22024,269.9047,177.64992,89.11166666666666,90.81,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,141.9941018349243,337.58263598159124,251.48498524904645,89.11166666666666,90.81,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,214.37233,170.16747,192.50385,89.28666666666666,90.17,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,277.95366500791766,216.02220915040027,241.59610329932877,89.28666666666666,90.17,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,211.69818,240.29819,198.05771,90.375,91.15,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,331.6483685515118,358.73121912809404,293.9112563315213,90.375,91.15,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,174.20988,242.86545,306.04562,89.99833333333333,93.48,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,251.02630864627787,324.58592179991615,401.9525542259784,89.99833333333333,93.48,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,237.43427,199.65926,214.89217,90.65333333333334,94.56,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,305.2355120277486,256.6784837777082,289.3300891516708,90.65333333333334,94.56,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,226.8884,216.7293,258.56424,90.53,93.12,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,16,323.61864989381127,317.400891712635,384.1486525049387,90.53,93.12,integrated_gradients,11
