initial_lr,optimizer,criterion,train_data_used,train_set_shuffle,train_batch_size,branch1.0,branch1.1,branch2.0,branch2.1,branch3.0,branch3.1,train accuracy epoch0,test accuracy epoch0,method,run
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,363.1291961800709,363.1291996481972,209.9701441643216,209.97013722256779,193.1409469731093,193.14094452401173,92.55,93.23,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,2609.183,2609.1836,914.8549,914.8547,1669.6581,1669.6584,92.58666666666667,95.59,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,940.8273381361963,940.8273801607271,193.1722726139434,193.17227157342148,349.5121636117631,349.5121972824215,92.58666666666667,95.59,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,258.5485,258.5485,319.66644,319.6664,881.97034,881.97046,92.36,94.69,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,160.56039798657756,160.5603916860232,171.5394916957035,171.53949213152632,585.3146395775375,585.314630839075,92.36,94.69,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1248.3151,1248.315,951.3494,951.34955,154.18054,154.18053,92.88833333333334,96.32,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,645.9746270491643,645.9746192365973,420.8581163530668,420.85811244258934,70.30844141577666,70.30844226933101,92.88833333333334,96.32,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,634.2371,634.2371,741.8823,741.88245,486.79602,486.7959,92.34333333333333,95.47,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,323.9545652343451,323.95455418767585,419.86118760627073,419.8611867639755,263.8632551628965,263.8632558176324,92.34333333333333,95.47,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,908.7711,908.7708,193.68369,193.68375,1163.5854,1163.5852,92.58166666666666,96.22,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,352.039829697115,352.0398263848564,69.85065774927683,69.85065928679751,652.1991622620671,652.1991576832149,92.58166666666666,96.22,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,649.0456,649.0456,348.65216,348.6521,858.786,858.78564,92.56166666666667,95.78,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,314.23224990142245,314.23224861678136,208.14864923437756,208.14864206680073,466.08207981422424,466.08206715878555,92.56166666666667,95.78,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1851.4579,1851.4578,1860.0054,1860.0054,1298.6909,1298.6912,92.46166666666667,95.43,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,305.437902489677,305.4378998528834,330.12189229497915,330.12189867736043,236.1648487881591,236.16485371162076,92.46166666666667,95.43,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,634.72046,634.72046,492.71582,492.7158,2664.4417,2664.441,92.29,94.89,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,95.2462498857634,95.24625361891442,73.80058698891982,73.80058522497758,1535.172273771716,1535.1723484991473,92.29,94.89,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1174.0781,1174.0785,3469.891,3469.8918,894.81915,894.8192,92.62166666666667,96.38,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,190.84925278966372,190.8492406662669,2179.0996978655744,2179.0996837583425,178.73377873152074,178.7337780301112,92.62166666666667,96.38,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,276.22784,276.22784,524.24243,524.2424,1037.2662,1037.2662,92.72833333333334,95.94,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,100.6373470025856,100.63734357245947,239.78574106747024,239.78573850435174,665.9623282110595,665.9623569714671,92.72833333333334,95.94,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,469.2614,469.2614,939.8641,939.8641,1545.5742,1545.5743,92.695,93.64,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,135.9761360943902,135.97614206510173,293.06495378189635,293.06495248283454,684.0582741266143,684.0582939405854,92.695,93.64,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1522.6049,1522.6052,754.39166,754.3916,806.6636,806.66364,92.09166666666667,95.32,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,478.7236509963537,478.7236643126075,206.54333148714187,206.54332182687133,135.32559079277118,135.3255921919742,92.09166666666667,95.32,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,394.94852,394.94855,540.2567,540.2566,988.2163,988.2164,92.87333333333333,95.13,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,199.8540389877553,199.85403992015256,238.88880845328165,238.888826464181,507.4813405017185,507.4813475752549,92.87333333333333,95.13,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,1023.49133,1023.49133,707.818,707.81805,1151.6475,1151.6476,92.49166666666666,95.79,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,True,16,304.60280850993433,304.6028132672668,180.3303042763499,180.33030682798838,439.0502601728848,439.0502624878148,92.49166666666666,95.79,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,283.28812,283.2881,164.34494,164.34497,233.82751,233.82753,92.02666666666667,94.21,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,398.55511171499325,398.55511853222606,226.04411439329996,226.04410642923074,322.772377063122,322.77237494783066,92.02666666666667,94.21,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,365.32602,365.32608,170.0116,170.01157,293.68314,293.6831,92.23,95.69,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,444.19508823533755,444.1950902747914,231.74398096301533,231.74399445999597,392.03348236821245,392.0334623965853,92.23,95.69,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,222.67926,222.6793,180.11751,180.1175,481.06418,481.06412,91.84666666666666,94.91,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,320.33106135737404,320.3310685873642,243.92380561993446,243.92380499635718,548.556924012312,548.5569198538478,91.84666666666666,94.91,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,410.01758,410.0175,392.0147,392.01462,73.63268,73.63268,91.60666666666667,94.68,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,399.44954478478815,399.44953984105194,424.4359967306668,424.43599092554405,92.58540297836093,92.58540714928073,91.60666666666667,94.68,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,270.3651,270.3652,302.5908,302.59082,182.7702,182.77022,91.89,94.15,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,424.1159926713394,424.1159962740724,449.23037433047,449.23035750597717,292.5406274135243,292.5406181760037,91.89,94.15,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,394.89474,394.89474,102.456566,102.45656,488.72675,488.72684,92.00333333333333,94.89,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,364.4243648194164,364.4243602320888,112.31431912682842,112.3143259757973,504.2378276889819,504.23783499932387,92.00333333333333,94.89,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,246.75876,246.75876,248.85623,248.85623,408.87177,408.87164,91.865,94.86,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,260.70051809146366,260.7005111247903,280.45350505064476,280.4535087471871,455.15049455529123,455.1504910902786,91.865,94.86,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,409.1378,409.13773,362.43243,362.43243,331.47,331.46997,91.45,94.63,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,323.8706544158618,323.870657607585,317.3512578246296,317.35125970172624,307.9074341371767,307.90743460304583,91.45,94.63,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,420.0615,420.0615,340.5136,340.51352,1272.2483,1272.2483,91.82833333333333,93.84,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,207.30851233905352,207.30851955643502,147.53434025048776,147.53434806100884,956.7226070791268,956.7225944320463,91.82833333333333,93.84,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,155.66472,155.66473,476.22192,476.2218,196.04016,196.04019,91.99166666666666,95.04,deeplift,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,222.73046990964244,222.73047549309456,549.2804387503985,549.2804118181219,290.85288154540456,290.8528743245992,91.99166666666666,95.04,integrated_gradients,9
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,110.900665,110.90068,271.2493,271.24942,438.8377,438.83777,92.08166666666666,95.69,deeplift,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,173.1635288199082,173.1632867475114,384.44701871318796,384.44705389946785,573.6222129388166,573.622222197375,92.08166666666666,95.69,integrated_gradients,10
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,185.74997,185.74998,369.96512,369.96524,407.91086,407.91086,91.735,93.05,deeplift,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,193.0812139303653,193.0812249454679,364.11487229716323,364.11488355692364,418.08230591287105,418.0823049117902,91.735,93.05,integrated_gradients,11
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,436.27185,436.27182,298.52054,298.52048,266.79913,266.79913,91.78,94.27,deeplift,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,462.68524005939116,462.68524416401686,329.2788012388186,329.2787816899798,251.63360333640404,251.63359330746613,91.78,94.27,integrated_gradients,12
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,256.51624,256.51627,322.05313,322.05304,419.17096,419.1709,92.39166666666667,95.64,deeplift,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,271.9402134480448,271.94022897186437,281.81464607486845,281.8146479969346,354.79848273122184,354.79848894745606,92.39166666666667,95.64,integrated_gradients,13
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,338.74014,338.7401,239.66354,239.66356,421.21454,421.21457,91.47666666666667,93.73,deeplift,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,64,279.47072622326584,279.47072784766635,220.61832686548266,220.6183393144428,374.6796709210348,374.6796674266168,91.47666666666667,93.73,integrated_gradients,14
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,542.7123,542.7123,234.27608,234.27605,406.68246,406.68246,92.44166666666666,93.28,deeplift,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,390.6578498039676,390.6578550350123,244.80517347758374,244.80518034566643,319.08414630479683,319.0841590199563,92.44166666666666,93.28,integrated_gradients,0
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1430.1089,1430.1093,439.87567,439.87564,933.5647,933.5646,92.35833333333333,92.35,deeplift,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,823.6706806445526,823.6707111520593,205.6252989953323,205.62529826681367,376.8757481559874,376.87572831135316,92.35833333333333,92.35,integrated_gradients,1
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,517.4554,517.4552,511.6958,511.69577,1275.5236,1275.5232,92.35166666666667,95.59,deeplift,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,179.19289308508527,179.19289511005502,144.8002666153929,144.8002658985528,700.9063091550421,700.9063061694866,92.35166666666667,95.59,integrated_gradients,2
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1136.9104,1136.9104,834.51227,834.51215,171.00963,171.00964,92.41166666666666,94.69,deeplift,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,666.5123731015094,666.5123638338642,475.9862579500864,475.9862632435562,75.0039467281489,75.00394769004421,92.41166666666666,94.69,integrated_gradients,3
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,709.90607,709.90607,500.28656,500.28653,429.8546,429.8546,92.42333333333333,90.69,deeplift,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,538.2418982152564,538.2419034017463,323.6233083926789,323.62331622907357,278.64459140263165,278.644574730696,92.42333333333333,90.69,integrated_gradients,4
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1489.9701,1489.9701,371.4465,371.44653,1412.1686,1412.1688,92.50166666666667,92.29,deeplift,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,621.8581719386256,621.8581989558438,77.40649854860045,77.40649993826321,658.89580169557,658.8957979360629,92.50166666666667,92.29,integrated_gradients,5
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,327.9823,327.98236,272.15884,272.15878,538.0781,538.07806,92.70833333333333,94.75,deeplift,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,207.50737394814664,207.5073788578617,146.6450318998052,146.64502329339953,418.434898137386,418.43487476763454,92.70833333333333,94.75,integrated_gradients,6
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,1124.0707,1124.0708,981.1353,981.1353,876.54095,876.5408,92.24166666666666,94.54,deeplift,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,453.423438960205,453.4234603315638,395.96560421038794,395.9656068270612,332.6831122426027,332.6831054159528,92.24166666666666,94.54,integrated_gradients,7
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,364.45975,364.45987,263.8184,263.8183,1457.0779,1457.0778,92.37833333333333,93.68,deeplift,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,147.9760815714307,147.97608771162038,93.51141401874996,93.5114131146922,1093.8670481587662,1093.8670779212134,92.37833333333333,93.68,integrated_gradients,8
0.001,<class 'torch.optim.adam.Adam'>,CrossEntropyLoss(),1,False,32,389.33823,389.33817,957.92126,957.92145,363.3382,363.3382,92.79333333333334,94.93,deeplift,9
